url,genes,len
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1715390,"rps7,ndhB,psbM,psbI,psaM,ycf12,atpA,atpF,atpH,atpI,rps2,rpoC2,rpoC1,rpoB,trnC-GCA,psbK,trnQ-UUG,chlB,matK,psbA,trnH-GUG,ycf2,trnD-GUG,trnY-GUA,trnE-UUC,psbD,psbC,psbZ,psaB,psaA,ycf3,rps4,trnR-ACG,rrn5,rrn4.5,rrn23,rrn16,rpl23,rpl2,rps19,rpl22,rps3,rpl16,rpl14,rps8,rpl36,rps11,rpoA,petD,petB,psbH,psbN,psbT,psbB,clpP,ndhJ,ndhK,ndhC,trnM-CAU,atpE,atpB,rbcL,accD,psaI,ycf4,petA,psbJ,psbL,psbF,psbE,petL,petG,trnW-CCA,psaJ,rpl33,rps18,rpl20,petN,trnQ-UUG,psbK,chlL,chlN,ycf1,ndhH,ndhA,ndhI,ndhG,ndhE,psaC,ndhD,ccsA,ndhF,rps4,trnR-ACG,rrn5,rrn4.5,rrn23,rrn16,rpl23",99
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2029563,"trnI-CAU,rpl23,rpl2,rps19,rpl22,rps3,rpl16,rpl14,rps8,infA,rpl36,rps11,rpoA,petD,petB,psbH,psbN,psbT,psbB,clpP,rps12,rps12,rps12,rps12,rpl20,rps18,rpl33,psaJ,trnP-UGG,trnW-CCA,petG,petL,tufA,psbE,psbF,psbL,psbJ,petA,cemA,ycf4,psaI,accD,trnR-CCG,rbcL,atpB,atpE,trnM-CAU,trnV-UAC,ndhC,ndhK,ndhJ,trnF-GAA,trnL-UAA,trnT-UGU,rps4,trnS-GGA,ycf3,psaA,psaB,rps14,trnfM-CAU,trnG-GCC,psbZ,trnS-UGA,psbC,psbD,trnT-GGU,trnE-UUC,trnY-GUA,trnD-GUC,trnH-GUG,psbA,trnK-UUU,matK,rps16,chlB,trnQ-UUG,psbK,psbI,trnS-GCU,psaM,ycf12,trnG-UCC,trnR-UCU,atpA,atpF,atpH,atpI,rps2,ndhB,rpoC2,rpoC1,rpoB,trnC-GCA,petN,ycf66,psbM,trnL-CAA,ndhB,rps7,trnV-GAC,rrn16,trnI-GAU,trnA-UGC,rrn23,rrn4.5,rrn5,trnR-ACG,trnN-GUU,ycf2,ycf1,rps15,ndhH,ndhA,ndhI,ndhG,ndhE,psaC,ndhD,ccsA,trnL-UAG,trnP-GGG,rpl32,rpl21,ndhF,chlN,chlL,ycf2,trnN-GUU,trnR-ACG,rrn5,rrn4.5,rrn23,trnA-UGC,trnI-GAU,rrn16,trnV-GAC,rps7",138
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=307165,"rps7,ndhB,psbM,psbI,psaM,ycf12,atpA,atpF,atpH,atpI,rps2,rpoC2,rpoC1,rpoB,trnC,psbK,trnQ,chlB,matK,psbA,trnH,ycf2,trnF,ndhJ,ndhK,ndhC,trnM,atpE,atpB,rbcL,accD,psaI,ycf4,petA,psbJ,psbL,psbF,psbE,petL,petG,trnW,psaJ,rpl33,rps18,rpl20,rps12,clpP,psbB,psbT,psbN,psbH,petB,petD,rpoA,rps11,rpl36,infA,rps8,rpl14,rpl16,rps3,rpl22,rps19,rpl2,rpl23,rrn16,rrn23,rrn4.5,rrn5,trnR,trnN,rps4,ndhF,rpl21,ccsA,ndhD,psaC,ndhE,ndhG,ndhI,ndhA,ndhH,ycf1,chlN,chlL,psbK,trnQ,petN,trnD,trnY,trnE,psbD,psbC,psbZ,trnM,rps14,psaB,psaA,ycf3,rps4,trnN,trnR,rrn5,rrn4.5,rrn23,rrn16,rpl23",107
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=189559,"rpoB,rpoC1,rpoC2,rps2,atpI,atpH,atpF,atpA,ycf12,psbI,psbK,chlB,psbA,trnH,ycf2,trnD,trnY,trnE,psbD,psbC,psbZ,trnG,trnfM,rps14,psaB,psaA,ycf3,rps4,trnN,rrn5,rrn4.5,rrn23,rrn16,rps7,psbM,petN,trnC,rpl2,rps19,rpl22,rps3,rpl16,rps8,infA,rpl36,rps11,rpoA,petD,petB,psbH,psbN,psbT,psbB,clpP,rpl20,rps18,psaJ,trnW,petG,petL,psbE,psbF,psbL,psbJ,petA,ycf4,psaI,rbcL,atpB,atpE,trnM,trnF,chlL,chlN,ycf1,psaC,ccsA,trnN,rrn5,rrn4.5,rrn23,rrn16,rps7,trnL,psbM,petN,trnC",87
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2730560,"psbA,trnH-GUG",2
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2022354,"trnI-CAT,rpl23,rpl2,rps19,rpl22,rps3,rpl16,rpl14,rps8,rpl36,rps11,rpoA,petD,petB,psbH,psbN,psbT,psbB,clpP,rps12,rps12,rps12,rps12,rpl20,rps18,rpl33,psaJ,trnP-TGG,trnW-CCA,petG,petL,psbE,psbF,psbL,psbJ,petA,cemA,ycf4,psaI,trnQ-CTG,rbcL,atpB,atpE,trnM-CAT,ndhC,ndhK,ndhJ,trnF-GAA,trnT-TGT,rps4,trnS,ycf3,psaA,psaB,rps14,trnfM-CAT,trnG-GCC,psbZ,trnS-TGA,psbC,psbD,trnT-GGT,trnE-TTC,trnY-GTA,trnD-GTC,trnH-GTG,psbA,matK,chlB,trnQ-TTG,psbK,psbI,trnS-GCT,psaM,ycf12,trnR-TCT,atpA,atpF,atpH,atpI,rpoC2,rpoC1,rpoB,trnC-GCA,petN,ycf66,psbM,trnL-CAA,ndhB,trnV-GAC,rrn16S,rrn4.5S,rrn5S,trnR-ACG,trnN-GTT,ycf1,rps15,ndhH,ndhA,ndhI,ndhG,ndhE,psaC,ndhD,ccsA,trnL-TAG,trnP-GGG,rpl32,rpl21,ndhF,chlN,chlL,ycf2,trnN-GTT,trnR-ACG,rrn5S,rrn4.5S,rrn23S,rrn16S,trnV-GAC,rps7",121
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=137146,"rps7,ndhB,psbM,petN,trnC,rpoB,rpoC1,rpoC2,rps2,atpI,atpH,atpF,atpA,ycf12,psbI,psbK,trnQ,chlB,ndhC,ndhK,ndhJ,trnF,chlL,chlN,ycf1,ndhH,ndhA,ndhI,ndhG,ndhE,psaC,ndhD,ccsA,trnL,ndhF,rps4,trnN,trnR,rrn5,rrn4.5,rrn23,rrn16,rpl23,rpl2,rps19,rpl22,rps3,rpl16,rpl14,rps8,infA,rpl36,rps11,rpoA,petD,petB,psbH,psbN,psbT,psbB,clpP,rpl20,rps18,rpl33,psaJ,trnW,petG,petL,psbE,psbF,psbL,psbJ,petA,ycf4,psaI,accD,rbcL,atpB,atpE,trnM,matK,psbA,trnH,ycf2,trnD,trnY,trnE,psbD,psbC,psbZ,trnM,rps14,psaB,psaA,ycf3,rps4,trnN,trnR,rrn5,rrn4.5,rrn23,rrn16",102
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=137163,"psbA,trnH-GUG",2
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=380491,"trnI-CAU,rpl23,rpl2,rps19,rpl22,rps3,rpl16,rpl14,rps8,infA,rpl36,rps11,rpoA,petD,petB,psbH,psbN,psbT,psbB,clpP,rps12,rps12,rps12,rps12,rpl20,rps18,rpl33,psaJ,trnP-UGG,trnW-CCA,petG,petL,psbE,psbF,psbL,psbJ,petA,cemA,ycf4,psaI,accD,rbcL,atpB,atpE,trnM-CAU,trnV-UAC,ndhC,ndhK,ndhJ,trnF-GAA,trnL-UAA,trnT-UGU,rps4,trnS-GGA,ycf3,psaA,psaB,rps14,trnfM-CAU,trnG-GCC,psbZ,trnS-UGA,psbC,psbD,trnE-UUC,trnY-GUA,trnD-GUC,ycf2,trnH-GUG,psbA,trnK-UUU,rps16,trnQ-UUG,psbK,psbI,trnS-GCU,trnG-UCC,trnR-UCU,atpA,atpF,atpH,atpI,rps2,rpoC2,rpoC1,rpoB,trnC-GCA,petN,psbM,trnL-CAA,ndhB,rps7,trnV-GAC,rrn16,trnI-GAU,trnA-UGC,rrn23,rrn4.5,rrn5,trnR-ACG,trnN-GUU,ndhF,rpl32,trnL-UAG,ccsA,ndhD,psaC,ndhE,ndhG,ndhI,ndhA,ndhH,rps15,ycf1,trnN-GUU,trnR-ACG,rrn5,rrn4.5,rrn23,trnI-GAU,rrn16,trnV-GAC",122
https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=2788914,"rpl23,rpl2,rps19,rpl22,rps3,rpl16,rpl14,rps8,rpl36,rps11,rpoA,petD,petB,psbH,psbN,psbT,psbB,clpP,rps12,rps12,rpl20,rps18,rpl33,psaJ,petG,petL,psbE,psbF,psbL,psbJ,petA,cemA,ycf4,psaI,rbcL,atpB,atpE,ndhC,ndhK,ndhJ,trnF-GAA,trnL-UAA,trnT-UGU,rps4,trnS-GGA,ycf3,psaA,psaB,rps14,trnfM-CAU,trnG-GCC,psbZ,trnS-UGA,psbC,psbD,trnT-GGU,trnE-UUC tRNA,trnY-GUA,trnD-GUC,trnH-GUG,psbA,matK,chlB,trnQ-UUG,psbK,psbI,trnS-GCU,psaM,ycf12,trnG-UCC,trnR-UCU,atpA,atpF,atpH,atpI,rpoC2,rpoC1,rpoB,trnC-GCA,petN,ycf66,psbM,trnL-CAA,ndhB,trnV-GAC,rrn16,trnI-GAU,trnA-UGC,rrn23,rrn4.5,rrn5,trnR-ACG,trnN-GUU,ycf1,rps15,ndhH,ndhA,ndhI,ndhG,ndhE,psaC,ndhD,ccsA,trnL-UAG,trnP-GGG,rpl32,rpl21,ndhF,chlN,chlL,ycf2,trnN-GUU,trnR-ACG,rrn5,rrn4.5,rrn23,trnA-UGC,trnI-GAU,rrn16,trnV-GAC,rps7",121
